schemaVersion,recordType,source.name,source.url,collectedAt,content.entityName,content.data.employeeCount,content.data.website,content.data.batch,content.data.status,content.data.oneLiner,content.data.tags,content.data.location,content.entityNameRaw
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/terrasoft,2026-08-27T12:14:30Z,Terrasoft,,,Winter 2020,Active,,Artificial Intelligence,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/datasaur,2026-08-27T12:14:30Z,Datasaur,60,https://datasaur.ai,Winter 2020,Active,Datasaur builds private AI/agents for enterprise/government,Finance; Compliance; Healthcare; LegalTech; AI,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/dashworks,2026-08-27T12:14:30Z,Dashworks,9,http://www.dashworks.ai,Winter 2020,Acquired,Your team's intelligent start page.,SaaS; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/zelos,2026-08-27T12:14:30Z,Eternal,15,https://eternal.gg/,Winter 2020,Acquired,Own the best moments in streaming,Entertainment; Video; Media; Live,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/replicate,2026-08-27T12:14:30Z,Replicate,36,https://replicate.com,Winter 2020,Acquired,Run machine learning models in the cloud,Developer Tools; Machine Learning; Community; Open Source; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/basedash,2026-08-27T12:14:30Z,Basedash,6,https://www.basedash.com,Summer 2020,Active,The AI-native business intelligence platform,SaaS; B2B; Data Science; Data Visualization; AI,"Toronto, ON, Canada; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/terusama,2026-08-27T12:14:30Z,Terusama,2,https://velostics.com,Winter 2020,Acquired,We help warehouses schedule trucks,Scheduling; Logistics,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/clayboard,2026-08-27T12:14:30Z,Clayboard,4,http://clayboard.com,Winter 2020,Inactive,"Create active, collaborative learning experiences ",Machine Learning; SaaS; B2B; Productivity; AI,"New York City, NY, USA; New York, NY, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/edlyft,2026-08-27T12:14:30Z,Edlyft,5,http://edlyft.com,Winter 2020,Inactive,Helps enterprises train college CS students on essential job skills,Education; B2B; Enterprise,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/eze,2026-08-27T12:14:30Z,Eze,32,https://www.ezeit.ai/,Winter 2020,Active,"The easiest way to track, buy, and sell your company’s tech — all in…",Marketplace; Electronics,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/the-mercer-club,2026-08-27T12:14:30Z,The Mercer Club,2,https://www.themercerclubnyc.com,Winter 2020,Inactive,The Mercer Club is a subscription service that allows men to rent…,Marketplace; Smart Clothing; Sustainable Fashion,"New York City, NY, USA; New York, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/startplaying-games,2026-08-27T12:14:30Z,StartPlaying.Games,6,https://startplayinggames.com/,Winter 2020,Active,Building Communities Through Play,Marketplace; Entertainment; Social,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/grain,2026-08-27T12:14:30Z,Grain,30,https://trygrain.com/,Winter 2020,Active,Grain transforms the debit card you already have into a credit card…,Fintech,"San Francisco, CA, USA; Oakland, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/truenorth,2026-08-27T12:14:30Z,TrueNorth,60,http://www.truenorthfleet.com,Winter 2020,Active,TrueNorth gives truckers a single place to manage their business.,Fintech; SaaS; Logistics,"San Francisco, CA, USA; Fort Worth, TX, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/visual-one,2026-08-27T12:14:30Z,Visual One,4,https://www.visualone.tech,Winter 2020,Inactive,AI for security cameras,Security; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/signadot,2026-08-27T12:14:30Z,Signadot,8,https://www.signadot.com/,Winter 2020,Active,Scalable validation infrastructure for AI agents,Developer Tools; Kubernetes,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/operatorio,2026-08-27T12:14:30Z,Operator.io,6,http://operator.io,Winter 2020,Active,Operator.io is OpenClaw that just works ,Generative AI; Data Engineering,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/talyn-air,2026-08-27T12:14:30Z,Talyn Air,18,http://www.talyn.com,Winter 2020,Acquired,"Long range, battery electric vertical take-off and landing aircraft.",Air Taxis; Airplanes; Logistics; Climate,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/riya-collective,2026-08-27T12:14:30Z,Riya Collective,6,http://riyacollective.com,Winter 2020,Inactive,Riya Collective is building the first community-driven global…,Sustainable Fashion,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/logarithm-labs,2026-08-27T12:14:30Z,Logarithm Labs,2,http://www.logarithmlabs.com,Winter 2020,Active,Easy button to use data for your daily operations,Developer Tools; Data Engineering,"San Francisco, CA, USA; Foster City, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/global-belly,2026-08-27T12:14:30Z,Global Belly,2,https://globalbelly.com/,Winter 2020,Inactive,Marketplace enabling social commerce for brands and content creators. ,Marketplace; Consumer; Social; Food Tech; Creator Economy,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/scout,2026-08-27T12:14:30Z,Scout,1,https://www.scout.ml/,Winter 2020,Inactive,Dead simple CI/CD for ML teams,Machine Learning; DevOps,"San Francisco, CA, USA; Berkeley, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/medicare-vox-fka-fair-square,2026-08-27T12:14:30Z,Medicare Vox (fka Fair Square),20,https://www.medicarevox.com,Winter 2020,Active,Building an AI Health Insurance Agent.,Fintech; Consumer Health Services,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/altay-therapeutics,2026-08-27T12:14:30Z,Altay Therapeutics,6,http://www.altaytherapeutics.com,Winter 2020,Active,Altay develops disease-modifying therapies targeting transcription…,AI-powered Drug Discovery; Biotech; Therapeutics; Drug discovery,"San Francisco, CA, USA; South San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/turing-labs-inc,2026-08-27T12:14:30Z,Turing Labs Inc.,5,http://www.turingsaas.com,Winter 2020,Active,AI for R&D of consumer brands like P&G to develop better products,Artificial Intelligence; B2B,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/ello,2026-08-27T12:14:30Z,Ello,45,https://www.ello.com,Winter 2020,Active,Building the world's first 1:1 AI teacher.,Education; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/querypie-ai,2026-08-27T12:14:30Z,QueryPie AI,70,https://www.querypie.com,Winter 2020,Active,QueryPie AIP - Enterprise Ready Agentic AI Platform,Artificial Intelligence; AI,"Seoul, Seoul, South Korea",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/response,2026-08-27T12:14:30Z,Response,8,https://www.tryresponse.com/,Summer 2020,Active,Organizing the world's inventory.,Marketplace; B2B; Supply Chain,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/typedream,2026-08-27T12:14:30Z,Typedream,5,https://typedream.com/,Winter 2020,Acquired,Build & launch your website in minutes with AI,Generative AI; SaaS; Design Tools,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/vori,2026-08-27T12:14:30Z,Vori,29,https://www.vori.com,Winter 2020,Active,Vori is a modern operating system for supermarkets,Grocery; SaaS; Retail Tech,"San Francisco, CA, USA; East Palo Alto, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/mini-exhibitions,2026-08-27T12:14:30Z,Mini Exhibitions,2,https://miniexhibitions.com/,Winter 2020,Inactive,Virtual events for remote teams,Marketplace; Human Resources; B2B; Entertainment; Creator Economy,"New York City, NY, USA; New York, NY, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/kinter,2026-08-27T12:14:30Z,Kinter,30,https://kinter.ai,Winter 2020,Active,A new kind of power for finance teams,SaaS; Finance; AI,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/dropbase,2026-08-27T12:14:30Z,Dropbase,8,https://dropbase.io,Winter 2020,Inactive,AI app builder for internal tools. Build back-office software faster…,Developer Tools; SaaS; B2B; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/trident-bioscience,2026-08-27T12:14:30Z,Trident Bioscience,1,https://trident.bio,Summer 2020,Inactive,Accelerating protein engineering.,Hard Tech; Machine Learning,"San Francisco, CA, USA; Mountain View, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/photoroom,2026-08-27T12:14:30Z,Photoroom,100,https://photoroom.com/,Summer 2020,Active,Power commerce photography with generative AI,Generative AI; Computer Vision; Design Tools; API; AI,"Paris, Île-de-France, France",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/modernbanc,2026-08-27T12:14:30Z,Modernbanc,6,https://modernbanc.com,Winter 2020,Active,Accounting software that works for you,Fintech; Finance; B2B; AI,"London, England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/aios,2026-08-27T12:14:30Z,AIOS,100,https://www.aiosmedical.com/,Winter 2020,Active,Building AI-native infrastructure for the next era of care.,Consumer Health Services; Health Tech; Healthcare; Telemedicine,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/skypher,2026-08-27T12:14:30Z,Skypher,12,https://skypher.co,Winter 2020,Active,AI agent for Compliance Questionnaires Automation,Artificial Intelligence; Generative AI; Compliance; Cybersecurity; AI Assistant,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/recurrency,2026-08-27T12:14:30Z,Recurrency,50,http://www.recurrency.com,Summer 2020,Active,Automated ERP for distributors.,SaaS; AI,"San Francisco, CA, USA; Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/postera,2026-08-27T12:14:30Z,PostEra,40,https://postera.ai/,Winter 2020,Active,Medicinal Chemistry powered by Machine Learning,AI-powered Drug Discovery; Machine Learning; COVID-19,"Boston, MA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/deepsource,2026-08-27T12:14:30Z,DeepSource,12,https://deepsource.com/,Winter 2020,Active,"Unified DevSecOps platform, helping developers ship good code.",Developer Tools; SaaS; AI; AI Assistant,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/pay-swifter,2026-08-27T12:14:30Z,Pay Swifter,6,https://payswifter.com,Winter 2020,Acquired,Stripe for Cannabis,Fintech; B2B; Retail,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/urbankisaan,2026-08-27T12:14:30Z,UrbanKisaan,53,https://www.urbankisaan.com,Winter 2020,Active,Foundation models and autonomous chambers for plant biology,Biotech; Agriculture; AI; Sustainable Agriculture; Biotechnology,"Hyderabad, Telangana, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/farmtheory,2026-08-27T12:14:30Z,farmtheory,65,http://farmtheory.in/,Winter 2020,Active,India's first vegetable delivery service to restaurants with a hack,Marketplace; B2B,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/pillarplus,2026-08-27T12:14:30Z,PillarPlus,30,https://pillarplus.com,Winter 2020,Inactive,Software to automatically create construction blueprints,Artificial Intelligence; Construction; B2B,"MH, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/sprintai,2026-08-27T12:14:30Z,SprintAI,10,https://www.getsprint.ai/,Winter 2020,Inactive,AI-led platform for inventory and fulfillment optimization,Machine Learning; SaaS; Retail Tech,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/zeo-route-planner,2026-08-27T12:14:30Z,Zeo Route Planner,15,https://zeorouteplanner.com,Winter 2020,Active,Route Optimisation platform for SMB in delivery & home services.,SaaS; B2B; Logistics; Supply Chain; Transportation,"San Francisco, CA, USA; MH, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bikry,2026-08-27T12:14:30Z,Bikry,25,https://bikry.com/,Winter 2020,Active,Bikry: Helping SMB's in India go online ,B2B; E-commerce; Retail,"Noida, UP, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/zumo-labs,2026-08-27T12:14:30Z,Zumo Labs,7,https://zumolabs.ai/,Winter 2020,Inactive,We generate synthetic data for computer vision models.,Artificial Intelligence; Machine Learning; Data Engineering,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/synapsica-healthcare,2026-08-27T12:14:30Z,Synapsica Healthcare,30,https://synapsica.com/,Winter 2020,Inactive,AI-enabled automation of diagnostic radiology workflow and reporting.,Marketplace; SaaS; B2B,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/easyplan,2026-08-27T12:14:30Z,Easyplan,8,https://easyplan.in/,Winter 2020,Inactive,An AI-driven investment app for beginner investors in India,Fintech; India; Investing,"MH, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/adyn,2026-08-27T12:14:30Z,adyn,7,https://adyn.com,Summer 2020,Active,The first test designed to prevent birth control side effects,Fertility Tech; Machine Learning; Consumer Health Services,"Seattle, WA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/overfit,2026-08-27T12:14:30Z,Overfit,4,https://overfit.com,Summer 2020,Inactive,Human coach for accountability + AI for personalized workouts,Artificial Intelligence; Fitness,"San Francisco, CA, USA; Mountain View, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/oda,2026-08-27T12:14:30Z,Oda,9,https://www.odastudio.ai/?ref=yc,Winter 2020,Active,AI Agent for Home Design,Machine Learning; Computer Vision; E-commerce; AI Assistant,"Los Angeles, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/valienta,2026-08-27T12:14:30Z,Valienta,20,https://valienta.com,Winter 2020,Inactive,Helping Dropshippers in Colombia run the business and increase sales,Fintech; Logistics; Sales; E-commerce; Retail,"Medellín, Antioquia, Colombia; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/tajir,2026-08-27T12:14:30Z,Tajir,50,https://tajir.app,Winter 2020,Active,The one-stop shop for mom-and-pop stores in Pakistan to buy inventory.,Marketplace; B2B,"Lahore, Punjab, Pakistan",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/linkana,2026-08-27T12:14:30Z,Linkana,21,https://www.linkana.com,Winter 2020,Active,The leading SRM platform for LatAm,SaaS; B2B; Enterprise,"São Paulo, SP, Brazil; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/be-go,2026-08-27T12:14:30Z,BeGo,65,http://www.bego.ai,Winter 2020,Active,BeGo Connects cargo shippers with truck suppliers in Mexico and US,Artificial Intelligence; Banking as a Service; Digital Freight Brokerage,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/termii,2026-08-27T12:14:30Z,Termii,63,https://termii.com,Winter 2020,Active,Termii is an AI-native reliability infrastructure company.,Developer Tools; SMS,"Lagos, LA, Nigeria",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/handl,2026-08-27T12:14:30Z,Handl,29,https://handl.ai/,Winter 2020,Active,"Handl converts documents (invoices, income stabs, custom forms, etc.)…",Documents; Deep Learning; Fintech,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/ramani,2026-08-27T12:14:30Z,Ramani,70,http://www.ramani.io,Winter 2020,Active,We're building financial infrastructure for Africa's supply chains,SaaS,"Dar es Salaam, Dar es Salaam, Tanzania",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/guruhotel,2026-08-27T12:14:30Z,GuruHotel,12,https://guruhotel.com,Winter 2020,Active,AI-native direct booking infrastructure for global hospitality,Fintech; SaaS; B2B; Travel,"Mexico City, CDMX, Mexico; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/stable,2026-08-27T12:14:30Z,Stable,30,https://useStable.com,Winter 2020,Active,A virtual address + mailbox for business,B2B; Remote Work,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/recall-ai,2026-08-27T12:14:30Z,Recall.ai,30,https://www.recall.ai,Winter 2020,Active,"The API to get recordings, transcripts, and metadata from meetings",Artificial Intelligence; API,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/borong,2026-08-27T12:14:30Z,borong,80,https://www.borong.com/,Winter 2020,Active,borong is a SaaS-enabled marketplace that connects brands like…,Marketplace; SaaS; B2B,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/atmo,2026-08-27T12:14:30Z,Atmo,10,http://atmo.ai,Winter 2020,Active,Ultra-precise AI weather forecasting.,Artificial Intelligence; Machine Learning; Weather; Climate; AI,"San Francisco, CA, USA; Berkeley, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/99minutos,2026-08-27T12:14:30Z,99minutos,5000,https://99minutos.com,Winter 2020,Active,The fastest shipping for online shopping ,Logistics,"Mexico City, CDMX, Mexico; Santiago, Santiago Metropolitan Region, Chile; Bogotá, Bogota, Colombia; Lima, Callao Region, Peru",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/send,2026-08-27T12:14:30Z,SEND,9,https://www.send.ng,Winter 2020,Active,Flexport for Africa - Digital Freight forwarder and Customs Broker.,Digital Freight Brokerage,"Lagos, LA, Nigeria; LA, Nigeria",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/powerx,2026-08-27T12:14:30Z,PowerX,20,http://www.powerx.co,Winter 2020,Acquired,"AI powered sensors that save energy, water and emissions",Machine Learning; IoT; Climate; Energy,"New York City, NY, USA; New York, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/airbyte,2026-08-27T12:14:30Z,Airbyte,90,https://airbyte.com/,Winter 2020,Active,Context layer for production-grade AI agents,Artificial Intelligence; Developer Tools; Open Source; Data Engineering; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/tasker-ai,2026-08-27T12:14:30Z,Tasker AI,7,http://www.tasker.ai,Winter 2020,Active,Your AI co-worker,Consumer; Workflow Automation; AI Assistant,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/menten-ai,2026-08-27T12:14:30Z,Menten AI,2,http://menten.ai,Winter 2020,Active,Menten AI designs peptide and protein therapeutics using quantum…,AI-powered Drug Discovery; Quantum Computing,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/legionfarm,2026-08-27T12:14:30Z,Legionfarm,7,https://lfcarry.com/,Winter 2020,Active,AI workspace for professional gamers,Gaming; AI; AI Assistant,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/algen-biotechnologies,2026-08-27T12:14:30Z,Algen Biotechnologies,15,https://www.algenbio.com/,Winter 2020,Active,Using CRISPR to find treatments for cancer and inflammation,CRISPR; Biotech; Therapeutics; Drug discovery; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/jemi,2026-08-27T12:14:30Z,Jemi,3,https://jemi.so,Summer 2020,Acquired,Jemi helps people build beautiful websites and stores.,SaaS; Entertainment; Community,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/luminai,2026-08-27T12:14:30Z,Luminai,31,https://www.luminai.com,Summer 2020,Active,Luminai helps automate repetitive manual work away from your mission…,SaaS; B2B; Enterprise,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/command-ai,2026-08-27T12:14:30Z,Command AI,35,https://command.ai,Summer 2020,Acquired,AI-powered user assistance platform,SaaS; B2B; Chatbot,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/roboflow,2026-08-27T12:14:30Z,Roboflow,100,https://roboflow.com,Summer 2020,Active,🖼️ Give your software the sense of sight.,Developer Tools; Machine Learning; Computer Vision; Enterprise; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/bandit-ml,2026-08-27T12:14:30Z,Bandit ML,4,https://www.banditml.com/,Summer 2020,Acquired,Bandit ML builds machine learning tools for e-commerce companies.,Machine Learning; SaaS; E-commerce,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/infeedo-ai,2026-08-27T12:14:30Z,inFeedo AI,150,https://infeedo.ai,Summer 2020,Active,"AI to engage employees, predict attrition and automate HR/IT support",Generative AI; SaaS; HR Tech; Enterprise Software; AI,"Dubai, Dubai, United Arab Emirates; New York, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/datafold,2026-08-27T12:14:30Z,Datafold,30,https://datafold.com,Summer 2020,Active,Automating manual and repetitive data engineering tasks with AI,SaaS; Analytics; Data Engineering; AI,"New York City, NY, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/blue-onion,2026-08-27T12:14:30Z,Blue Onion,27,https://www.blueonion.ai/,Summer 2020,Active,Financial data layer for AI-powered finance and accounting,Artificial Intelligence; Machine Learning; Finance,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/atob,2026-08-27T12:14:30Z,AtoB,75,https://atob.com/,Summer 2020,Active,Modernizing global transportation payments.,Fintech; SaaS; Payments; Supply Chain; Transportation,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/shuttle,2026-08-27T12:14:30Z,Shuttle,12,https://www.shuttle.dev,Summer 2020,Inactive,Build Backends. Fast.,Artificial Intelligence; Developer Tools; SaaS; Open Source; DevOps,"London, England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/hypermile,2026-08-27T12:14:30Z,Hypermile,11,https://hypermile.ai,Summer 2020,Acquired,Driver co-pilot to make trucking more efficient,Autonomous Trucking; Computer Vision; Logistics; Climate,"London, England, United Kingdom",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/strive-school,2026-08-27T12:14:30Z,Strive School,5,https://strive.school,Summer 2020,Acquired,Training the next generation of software engineers in Europe 🇪🇺,Education; Fintech,"Berlin, Berlin, Germany; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/known-medicine,2026-08-27T12:14:30Z,Known Medicine,17,http://knownmed.com,Summer 2020,Acquired,Combining 3D cell culture & AI to translate drugs to clinical success,AI-powered Drug Discovery; Oncology,"Salt Lake City, UT, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/hypotenuse-ai,2026-08-27T12:14:30Z,Hypotenuse AI,15,https://hypotenuse.ai/,Summer 2020,Active,AI-native Operating System for Enterprise Ecommerce Companies,Generative AI; Machine Learning; E-commerce; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/kernal-biologics,2026-08-27T12:14:30Z,Kernal Biologics,20,https://www.kernalbio.com/,Summer 2020,Active,Kernal is creating mRNA 2.0 therapies that work in specific cells,Artificial Intelligence; Biotech; Genomics,"Boston, MA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/corecare,2026-08-27T12:14:30Z,CoreCare,11,https://corecare.ai,Summer 2020,Active,Helping healthcare providers reduce administrative costs using AI,B2B; Workflow Automation; Enterprise Software; Healthcare IT; AI,"New York City, NY, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/swif-ai,2026-08-27T12:14:30Z,Swif.ai,20,https://www.swif.ai,Summer 2020,Active,Manage every device. Govern every AI agent.,SaaS; B2B; Compliance; Security; Enterprise,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/humanloop,2026-08-27T12:14:30Z,Humanloop,14,https://humanloop.com,Summer 2020,Acquired,Humanloop is the LLM evals platform for enterprises. ,Generative AI; Machine Learning; SaaS; AI,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/cradle,2026-08-27T12:14:30Z,Cradle,2,https://www.cradlefinance.com,Summer 2020,Active,B2B payments network in India,Fintech,"Bengaluru, KA, India",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/omni,2026-08-27T12:14:31Z,Omni,5,https://addomni.com,Summer 2020,Acquired,"Fast, up-to-date answers for Sales & Support",Artificial Intelligence; B2B,"San Francisco, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/blissway,2026-08-27T12:14:31Z,Blissway,22,https://www.blissway.com/,Summer 2020,Active,The tolling industry’s prime tech infrastructure,Hardware; Machine Learning; SaaS; IoT; Transportation,"Denver, CO, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/atomic,2026-08-27T12:14:31Z,Atomic,25,https://www.atomicvest.com/,Summer 2020,Active,API that lets companies embed investment accounts into their services,Artificial Intelligence; Fintech,"San Francisco, CA, USA; Remote",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/marketforce,2026-08-27T12:14:31Z,MarketForce,400,https://marketforce.io,Summer 2020,Active,The SuperApp for neighbourhood merchants in Africa. ,Fintech; Marketplace; B2B,"Nairobi, Nairobi County, Kenya",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/tappity,2026-08-27T12:14:31Z,Tappity,4,https://www.tappityapp.com,Summer 2020,Active,World's largest library of interactive lessons for kids,Education; Entertainment; Kids,"San Francisco, CA, USA; Palo Alto, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/hellometer,2026-08-27T12:14:31Z,Hellometer,2,https://hellometer.io/,Summer 2020,Active,Making fast food faster,SaaS; Computer Vision; B2B,"Los Angeles, CA, USA",
1.0,STARTUP,Y Combinator Directory,https://www.ycombinator.com/companies/justo,2026-08-27T12:14:31Z,Justo,190,https://www.getjusto.com,Summer 2020,Active,Helps restaurants take online orders directly from customers,SaaS; Delivery; E-commerce,"Providencia, Santiago Metropolitan Region, Chile",
